title,abstract,year,source,keyword,middle_group,cluster,topic,topic_label,topic_prob
Beyond rationality. Toward a more comprehensive understanding of the use of negative campaigning,"{Most scholars agree that candidates' use of negative campaigning is based on rational considerations, i.e., weighing likely benefits against potential costs. We argue that this perspective is far too narrow and outline the elements of a comprehensive model on the use of negative campaign communication that builds on personality traits, values, social norms, and attitudes toward negative campaigning as complementary mechanisms to classical rational choice theory. We test our theoretical assumptions using candidate surveys for twelve state elections in Germany with more than 3,100 candidates. Our results strongly suggest that negative campaigning goes beyond rational considerations. Although benefit-cost calculations are the primary driver of the decision to attack the opponent, other factors are also important and enhance our understanding of why candidates choose to engage in negative campaign communication. Our findings have important implications for research on candidate attack behavior.}",2025,European Political Science Review,"{attitudes,candidate survey,germany,negative campaigning,norms,personality,rational choice,values}",Social Sciences,SS,4,"polarization, security, misinformation, social media, election",0.07929232526614591
Using Google Trends Data to Study High-Frequency Search Terms: Evidence for a Reliability-Frequency Continuum,"{Google Trends (GT) data are increasingly used in the social sciences and adjacent fields. However, previous research on the quality of GT data has raised concerns regarding their reliability. In the present study, we investigated whether reliability differs between low- and high-frequency search terms. In other words, we explored the existence of a reliability-frequency continuum in GT data. Our study adds to previous research by investigating a more comprehensive set of search terms and different aspects of reliability (e.g., differences in relative search volume distributions, correctly identified maxima). For this purpose, we collected samples of GT data for ten high- and two low-frequency search terms. We obtained one real-time sample and 62 non–realtime samples per search term (30 non–realtime samples for low-frequency search terms). Data collection was restricted to search data for Germany. Our data support the existence of a reliability-frequency continuum—low-frequency search terms are subject to greater reliability issues compared to high-frequency search terms. Based on our findings, we have derived practical recommendations for the use of GT data and have outlined future research opportunities.}",2025,Social Science Computer Review,"{data quality,google trends data,reliability,sample stability,search engine data}",,SS,2,"facebook, reliability, web browsing, tracking, life",0.07930751476093714
The Effects of Open-Ended Probes on Closed Survey Questions in Web Surveys,"{Probes are follow-ups to survey questions used to gain insights on respondents’ understanding of and responses to these questions. They are usually administered as open-ended questions, primarily in the context of questionnaire pretesting. Due to the decreased cost of data collection for open-ended questions in web surveys, researchers have argued for embedding more open-ended probes in large-scale web surveys. However, there are concerns that this may cause reactivity and impact survey data. The study presents a randomized experiment in which identical survey questions were run with and without open-ended probes. Embedding open-ended probes resulted in higher levels of survey break off, as well as increased backtracking and answer changes to previous questions. In most cases, there was no impact of open-ended probes on the cognitive processing of and response to survey questions. Implications for embedding open-ended probes into web surveys are discussed.}",2025,Sociological Methods and Research,"{cognitive pretest,open-ended questions,reactivity,response quality,web probing}",Social Sciences,SS,15,"closed, quality, pretesting, coding, interviewing",1.0
Continuous Norming Approaches: A Systematic Review and Real Data Example,"{Norming of psychological tests is decisive for test score interpretation. However, conventional norming based on subgroups results either in biases or require very large samples to gather precise norms. Continuous norming methods, namely inferential, semi-parametric, and (simplified) parametric norming, propose to solve those issues. This article provides a systematic review of continuous norming. The review includes 121 publications with overall 189 studies. The main findings indicate that most studies used simplified parametric norming, not all studies considered essential distributional assumptions, and the evidence comparing different norming methods is inconclusive. In a real data example, using the standardization sample of the Need for Cognition-KIDS scale, we compared the precision of conventional, semi-parametric, and parametric norms. A hierarchy in terms of precision emerged with conventional norms being least precise, followed by semi-parametric norms, and parametric norms being most precise. We discuss these findings by comparing our findings and methods to previous studies.}",2025,Assessment,"{cnorm,continuous norming,gamlss,need for cognition,norm generation,regression-based norming,systematic review}",Psychology,SS,-1,"energy, political, moderation, network, europe",0.20746780862259728
The keys to the house - How wealth transfers stratify homeownership opportunities,"{This study investigates how actual and anticipated intergenerational wealth transfers – i.e., inter vivos gifts and inheritances – contribute to inequalities in the transition to homeownership by parental social class. Utilizing discrete-time survival analysis on data from the German Socioeconomic Panel Study (N = 13,018), we find that individuals whose parents were manual workers or service workers are less likely to become homeowners than those whose parents belonged to other social classes. Receiving inheritances or inter vivos gifts substantially increases the probability of homeownership, with the effect being most pronounced in the transfer year and diminishing rapidly thereafter. Anticipated future transfers also increase homeownership probability before transfer receipt. Together, anticipated and received transfers account for 15–54 % of the differences in homeownership transition rates by parental social class. Ignoring expected transfers leads to a significant underestimation of the role that wealth plays in shaping the relationship between parental class and homeownership. However, for most class contrasts, other mediators— such as respondents’ social class, income, and family status— explain a larger share of the differences than wealth transfers.}",2025,Social Science Research,"{homeownership,inheritance,intergenerational transfers,social stratification}",Social Sciences,SS,0,"germany, migration, differences, personality, election",1.0
COVID-19 Labor Market Protection and Support for the Welfare State: Job Retention Versus Job Loss in Four European Countries,"{The COVID-19 pandemic presents a natural setting to study how labor market protection policies may influence welfare attitudes because while lockdowns and economic recession threatened millions of jobs, job retention schemes shielded many workers from unemployment. We investigate support for unemployment protection and the unemployed among people active in the labor force and participating in the Mannheim Corona Study in Germany, Coping with COVID-19 in France, ResPOnsE in Italy, and the British Social Attitudes survey in Great Britain. Two-way fixed effects analyses on the German data show that there was a general increase in respondents' support over the onset of the pandemic and that while job loss significantly boosted support, there was little attitudinal difference between those who experienced job retention and those who continued working. We confirm these patterns with cross-sectional analyses in all four countries, providing comparative insight into attitudes across the largest European economies. Unemployment is materially similar to job retention, but because it is associated with higher support, we contend that nonmaterial factors such as risk perceptions may be consequential in influencing preference changes when individuals lose their jobs.}",2025,Social Policy and Administration,"{comparative analysis,covid-19,job retention,longitudinal analysis,unemployment,welfare attitudes}",Social Sciences,SS,23,"european, governance, crises, attitudes, levels",0.9746889164301401
Non-binary experiences of (gender-based) violence at work,"{The experiences of non-binary people remain underexplored in HRM research. With limited knowledge and evidence, putting in place diversity management policies and practices is challenging. This article advances understandings of the experiences of non-binary people at work by providing empirical evidence from a survey conducted in 15 countries across Europe with nearly 18,000 staff at universities and research organisations, including 173 who identified as non-binary. Results suggest that non-binary people are more likely than other gender identity groups to feel socially excluded and unsafe at work, as well as more likely to be subjected to psychological violence and sexual harassment. The analysis shows that experiences of gender-based violence mediate the relationship between being non-binary and feeling socially excluded, unsafe or unwell at work. By integrating minority stress theory into the study of workplace inequalities, this research deepens the understanding of how systemic stigmatisation operates within gendered and binarist organisations. These findings emphasise the need to integrate considerations of gender-based violence into diversity management interventions and disrupt binary gender norms to ensure inclusion and safety at work. By advancing diversity, equality, and inclusion scholarship, this article provides actionable insights for HRM practitioners to address the unique challenges faced by non-binary employees.}",2025,International Journal of Human Resource Management,"{diversity management,gender-based violence,lgbt,non-binary,psychological violence,sexual harassment}","Business, Management and Accounting",SS,13,"gender, organizations, europe, inclusion, measurement",0.8039769435132423
Global Profiles of Positive Youth Development: A Person-Oriented Analysis among Emerging Adults Living in 21 Countries,"{Although global research on the 5Cs model of Positive Youth Development (PYD; competence, confidence, connection, character, and caring) has expanded in recent years, there is a lack of understanding about distinct and consistent PYD profiles across youth from diverse socio-cultural contexts. To address this gap, this study utilized a person-oriented analytic approach to examine the PYD profiles of 11,481 emerging adults (Mage = 21.77; SDage = 2.74; 68.66% females) from 21 countries in four continents. Results of the multi-group latent profile analysis revealed four consistent profiles of PYD across countries: high/balanced (41%), self-efficacious (28%), socio-emotional (20%), and low/self-centered (11%). Participants’ age, gender, educational attainment, and country-level collectivism were also found to be associated with specific profiles. Older and more-educated females from less collectivistic countries were more likely to be in a high/balanced profile, while younger males from more collectivistic countries tend to be in a low/self-centered profile. Older and more-educated males from less collectivistic countries were more likely to be in a self-efficacious profile, while younger and less-educated females from more collectivistic countries tend to be in a socio-emotional profile. Controlling these socio-contextual covariates, the four profiles exhibited distinct relations with adaptive (resilience and contribution) and maladaptive outcomes (anxiety and adverse life experiences) during the COVID-19 pandemic. The results highlight the importance of fostering a balanced set of Cs, which include both self-efficacious and socio-emotional qualities, to promote positive adaptation in challenging times across diverse developmental settings.}",2025,Journal of Youth and Adolescence,"{5cs,emerging adulthood,multi-group latent profile analysis,person-oriented research,positive youth development}",Psychology,SS,0,"germany, migration, differences, personality, election",0.21160458161834353
Switching a Face-to-Face Panel to Self-Administered Survey Modes: Experimental Evidence on Effects of Mode Assignment on Response and Selectivity,"{Based on a mode experiment implemented in pairfam, a large, established German panel study, we investigate whether switching a panel from face-to-face to push-to-web survey mode leads to increased attrition and selectivity. We find that the redesign increases overall attrition by almost six percentage points, and causes even larger losses among full-time employed, self-employed, and less educated respondents. Two of the Big Five personality traits moderate the mode effect: conscientiousness and openness, while no differences are found for agreeableness, neuroticism, and extraversion. These results suggest that mode changes in a panel study bear risk for data quality in terms of sample size and selectivity.}",2025,Survey Research Methods,"{bias,experiment,face-to-face,mode,panel,response,self-administered}",Social Sciences,SS,7,"face, sampling, mixed mode, costs, web",0.03156697723767661
The COVID-19 Pandemic and the Search for Scapegoats: Examining the Link Between COVID-19 Conspiracy Beliefs and Ethnic Prejudice,"{The COVID-19 pandemic has fueled numerous conspiracy theories that have reinvigorated prejudices and stereotypes toward marginalized groups. While much current research focuses on the correlates of COVID-19 conspiracy beliefs, the consequences of conspiracy narratives for outgroup attitudes are rarely examined. Across two studies, we investigate the relationship between COVID-19 conspiracy beliefs and attitudes toward ethnic minorities. Using the scapegoating hypothesis as a theoretical background, secondary analyses of cross-sectional (Study 1, N = 896) and longitudinal (Study 2, N = 2048) survey data from Germany revealed that COVID-19 conspiracy beliefs were related to antipathy towards immigrants, Muslims, Jews, and refugees. We discuss the implications of these findings, considering the consequences of conspiracy beliefs for intergroup relations and democratic societies.}",2025,Psychological Reports,"{conspiracy beliefs,coronavirus,covid-19,prejudice}",,SS,10,"covid 19 pandemic, trust, actor, social science, hybrid",0.12783565606117891
Research Knowledge Graphs: The Shifting Paradigm of Scholarly Information Representation,"{Sharing and reusing research artifacts, such as datasets, publications, or methods is a fundamental part of scientific activity, where heterogeneity of resources and metadata and the common practice of capturing information in unstructured publications pose crucial challenges. Reproducibility of research and finding state-of-the-art methods or data have become increasingly challenging. In this context, the concept of Research Knowledge Graphs (RKGs) has emerged, aiming at providing an easy to use and machine-actionable representation of research artifacts and their relations. That is facilitated through the use of established principles for data representation, the consistent adoption of globally unique persistent identifiers and the reuse and linking of vocabularies and data. This paper provides the first conceptualisation of the RKG vision, a categorisation of in-use RKGs together with a description of RKG building blocks and principles. We also survey real-world RKG implementations differing with respect to scale, schema, data, used vocabulary, and reliability of the contained data. We also characterise different RKG construction methodologies and provide a forward-looking perspective on the diverse applications, opportunities, and challenges associated with the RKG vision.}",2025,Lecture Notes in Computer Science,"{information representation,knowledge graphs,linked data,open science,scholarly knowledge}",,SS,2,"facebook, reliability, web browsing, tracking, life",1.0
Comparative European legislative research in the age of large-scale computational text analysis: A review article,"{Advances in data accessibility and analytical methods opened new frontiers for comparative studies of European legislative activities. However, these advances still need to be fully harnessed by legislative scholars for multiple reasons. We provide an overview of extant research agendas to identify these reasons and explore the opportunities for tapping the potential of big data and quantitative text analysis. We present significant data collection efforts, such as ParlSpeech, the Comparative Agendas Project and CLARIN, and highlight their respective value for, primarily, large-N comparative research focusing on European Union member states and the European Union itself. Our review highlights the most consequential gaps in the literature and shortcomings of available data and analysis. These include the lack of extensive historical and geographical coverage, missing harmonisation and cross-linking between separate efforts, no unified speech and document (bill, law) databases, and the unavailability of good-quality full-text variables.}",2025,International Political Science Review,"{comparative politics,european politics,legislative studies,quantitative text analysis}",Social Sciences,SS,1,"machine learning, large language models, llms, mining, errors",1.0
E-government and citizen-state relations: Evidence from a randomized information campaign with the Botswana Unified Revenue Service,"{E-government services are often heralded as a silver bullet for governments willing to engage more meaningfully with citizens. Evidence on the effectiveness of these measures for improving citizen-state relations is scarce, however. Most studies examining e-government focus on efficiency considerations; few consider potential effects on citizen-state relations. The present study analyses the effect of an information treatment about the availability of e-government services on citizen perceptions of government responsiveness. We conducted an experiment in cooperation with the Botswana Unified Revenue Service that randomly assigned registered taxpayers to receive a short message on their mobile phones. Our results indicate that the treatment has a significant, positive effect on the perception that the government addresses citizen needs, and more so for respondents with lower income. The findings suggest that, by affecting how citizens assess political realities, e-government can play an important role in shaping citizen-state relations.}",2025,Governance,,Social Sciences,SS,9,"government, metadata, channels, recognition, energy",0.019335593429184405
Leveraging Large Language Models for Dataset Discovery,"{The exponential growth of data across diverse domains highlights the need for efficient methods in discovering relevant datasets. Traditional search engines such as Google have served as the go-to tools for this purpose. Recent advancements in large language models (LLMs) such as ChatGPT and Microsoft Copilot have sparked interest in their potential to serve as alternatives for data discovery. While these models are primarily designed for conversational interactions, their capabilities in information retrieval and dataset discovery are becoming areas of active exploration. In this work, we present a mixed-method study that investigates the difference in user experience when using Google and Microsoft Copilot to search for datasets. This study aims to uncover the strengths and limitations of LLMs in data discovery, offering insights into their potential as alternatives or complements to traditional tools.}",2025,Proceedings of the Association for Information Science and Technology,"{conversational search,interactive information retrieval,large language models (llms),structured-data search,user experience evaluation}",Social Sciences,SS,1,"machine learning, large language models, llms, mining, errors",1.0
Scoring German Alternate Uses Items Applying Large Language Models,"{The alternate uses task (AUT) is the most popular measure when it comes to the assessment of creative potential. Since their implementation, AUT responses have been rated by humans, which is a laborious task and requires considerable resources. Large language models (LLMs) have shown promising performance in automatically scoring AUT responses in English as well as in other languages, but it is not clear which method works best for German data. Therefore, we investigated the performance of different LLMs for the automated scoring of German AUT responses. We compiled German data across five research groups including ~50,000 responses for 15 different alternate uses objects from eight lab and online survey studies (including ~2300 participants) to examine generalizability across datasets and assessment conditions. Following a pre-registered analysis plan, we compared the performance of two fine-tuned, multilingual LLM-based approaches [Cross-Lingual Alternate Uses Scoring (CLAUS) and the Open Creativity Scoring with Artificial Intelligence (OCSAI)] with the Generative Pre-trained Transformer (GPT-4) in scoring (a) the original German AUT responses and (b) the responses translated to English. We found that the LLM-based scorings were substantially correlated with human ratings, with higher relationships for OCSAI followed by GPT-4 and CLAUS. Response translation, however, had no consistent positive effect. We discuss the generalizability of the results across different items and studies and derive recommendations and future directions.}",2025,Journal of Intelligence,"{alternate uses task,assessment,automated scoring,creativity,divergent thinking,german,gpt,large language models}",Social Sciences,SS,0,"germany, migration, differences, personality, election",0.9548201461016964
Comparative European legislative research in the age of large-scale computational text analysis: A review article,"{Advances in data accessibility and analytical methods opened new frontiers for comparative studies of European legislative activities. However, these advances still need to be fully harnessed by legislative scholars for multiple reasons. We provide an overview of extant research agendas to identify these reasons and explore the opportunities for tapping the potential of big data and quantitative text analysis. We present significant data collection efforts, such as ParlSpeech, the Comparative Agendas Project and CLARIN, and highlight their respective value for, primarily, large-N comparative research focusing on European Union member states and the European Union itself. Our review highlights the most consequential gaps in the literature and shortcomings of available data and analysis. These include the lack of extensive historical and geographical coverage, missing harmonisation and cross-linking between separate efforts, no unified speech and document (bill, law) databases, and the unavailability of good-quality full-text variables.}",2025,International Political Science Review,"{comparative politics,european politics,legislative studies,quantitative text analysis}",Social Sciences,SS,1,"machine learning, large language models, llms, mining, errors",0.8902836001558891
Effects of Over-Time Exposure to Partisan Media and Coverage of Polarization on Perceived Polarization,"{America is said to be more polarized than ever before, and extensive research examines the causes and effects of political polarization. A less studied but more pronounced trend is that citizens perceive society and politics as sharply divided. We focus on news exposure as a key reason for these perceptions. We disentangle the unique effects of exposure to partisan outlets and to news coverage of polarization in general, whether in partisan or centrist news media. We rely on 9 months of online behavioral data (127,400,000 visits) from large samples in the U.S. and Poland (total N = 2,462 & 2,120), paired with a three-wave panel survey on participants' attitudes and perceptions. We measure individual exposure, over-time and unobtrusively, to partisan outlets as well as to news coverage of polarization through a fine-tuned BERT-based machine learning classifier. We find that both exposures increase perceived polarization, independently, in both countries. Yet, in both contexts, it is news coverage of polarization, regardless of whether it is ideologically left, right, or centrist news outlets, that is the strongest driver of perceived polarization. These changes are confined to personal-level polarization (perceived distance between oneself and members of the opposing party), while no measure significantly influences perceptions of society, more generally, as being polarized. These findings have important implications for our understanding of how the media’s increasing tendency to focus on conflict as a central reporting frame can be the driver of often exaggerated perceptions of partisan divisions.}",2025,Political Communication,"{computational social science,media coverage,partisan media,perceived polarization,web browsing data}",Social Sciences,SS,4,"polarization, security, misinformation, social media, election",0.06368881498970153
Using Google Trends Data to Study High-Frequency Search Terms: Evidence for a Reliability-Frequency Continuum,"{Google Trends (GT) data are increasingly used in the social sciences and adjacent fields. However, previous research on the quality of GT data has raised concerns regarding their reliability. In the present study, we investigated whether reliability differs between low- and high-frequency search terms. In other words, we explored the existence of a reliability-frequency continuum in GT data. Our study adds to previous research by investigating a more comprehensive set of search terms and different aspects of reliability (e.g., differences in relative search volume distributions, correctly identified maxima). For this purpose, we collected samples of GT data for ten high- and two low-frequency search terms. We obtained one real-time sample and 62 non–realtime samples per search term (30 non–realtime samples for low-frequency search terms). Data collection was restricted to search data for Germany. Our data support the existence of a reliability-frequency continuum—low-frequency search terms are subject to greater reliability issues compared to high-frequency search terms. Based on our findings, we have derived practical recommendations for the use of GT data and have outlined future research opportunities.}",2025,Social Science Computer Review,"{data quality,google trends data,reliability,sample stability,search engine data}",Social Sciences,SS,2,"facebook, reliability, web browsing, tracking, life",0.0793594123415296
The Democracy i Like: Perceptions of Democracy and Opposition to Democratic Backsliding,"{When democracy is under attack, the hope is often that citizens will punish undemocratic incumbents. However, recent studies show that not all citizens punish governments for their undemocratic actions. In this article, we argue that citizens' understanding of and satisfaction with democracy are sources of heterogeneous reactions. In a survey experiment conducted in Germany and Poland, we show that the importance that citizens attach to specific institutions under threat, as well as their understanding of democracy, can explain much of the variance in citizens' responses to undemocratic actions. Citizens are willing to defend what they consider important for democracy - regardless of whether this reflects theoretical conceptions of democracy. Moreover, in times of democratic backsliding, Polish 'critical citizens', those who are dissatisfied with the way democracy works in Poland, are more likely to punish governments for undemocratic actions. Our findings help us understand how to increase citizens' resilience against democratic backsliding.}",2025,Government and Opposition,"{democratic backsliding,germany,poland,understandings of democracy,vignette experiment}",Social Sciences,SS,-1,"energy, political, moderation, network, europe",0.10112974366982667
Between class conflict and culture war. How left-right self-positioning reflects elite conflict and social-economic context,"{The meaning of left-right ideology has been changing in European democracies. The left-right conflict has been traditionally understood in economic terms, pitting those who favour a more equal income distribution against those who believe that economic inequalities incentivize performance. Scholars have recently suggested that the terms “left” and “right” have taken a more cultural meaning relating to issues including immigration, the civic integration of migrants and national identity. Under what circumstances the left-right is understood by citizens in economic or cultural terms is less well known. In this article, we test top-down context (the framing of issues by politicians) and bottom-up context (economic and social circumstances) as correlates of this change. We conduct a cross-country regression analysis using eight waves of the European Social Survey for 26 European countries. We show that both the framing of issues by politicians social and economic circumstances predict citizens’ left-right self-placement.}",2025,Party Politics,"{economic issues,immigration,left-right,party competition,public opinion}",Social Sciences,SS,-1,"energy, political, moderation, network, europe",0.0022011755395486016
"You can't see what you don't measure! A scoping review of measurements of gender-based violence, its determinants and consequences in academia","{Introduction Assessing the problem of gender-based violence in academia internationally is challenging due to a lack of empirical evidence and differences in how it is measured. The contribution of this article is to reflect on survey measurements and to propose new avenues for future quantitative measurements of gender-based violence, its determinants, and consequences in an academic context. For this purpose, we present the results of a scoping review of ten national and cross-national prevalence studies on gender-based violence. We examined the studies’ quantitative operationalisation of (1) sex and gender, (2) prevalence of gender-based violence, (3) socio-demographic determinants from an intersectional perspective, individual and contextual factors, (4) and consequences. Materials and methods Prevalence studies were identified through a comprehensive search of electronic databases and specialised data repositories. The selection criteria included studies with a focus on gender-based violence, the use of closed-ended survey questions, i.e., in a questionnaire, the potential for applicability in different national contexts, and the specific context of higher education. Eligible sources also described the quantitative operationalisation of the survey measurements. Results Our work critically reviews previous efforts to measure gender-based violence, its determinants, and consequences in academic contexts. The findings of our assessment show, first, that quantitative gender-related measurements tend to conflate the concepts of sex and gender, and hence their operationalisation in quantitative surveys. Second, there is a strong emphasis on sexual harassment and sexual violence to the detriment of other relevant forms of violence, as well as a rooting of measurement concepts in locally valid but diverse legal definitions of gender-based violence. Third, there is a lack of socio-demographic determinants to provide an intersectional lens, as well as a focus on measurement frameworks that individualise the experiences of gender-based violence. This prevents a conceptualisation of harassment and abuse as a structural problem in the academic sector and ignores that violence is both as a cause and a consequence of unbalanced gendered power relations and inequalities in institutional and societal contexts. Fourth, there is generally a retrospective approach to measuring the consequences of gender-based violence, which may represent a source of potential bias. We reflect on how future survey instruments could address these issues in academic environments. Discussion Overall, our paper demonstrates how the evidence generated by different conceptualisations and operationalisations of gender-based violence in academia, as well as its determinants and consequences, shapes how we think and talk about the problem. In doing so, this article contributes to the ongoing methodological discussion on the measurement of gender-based violence and provides a rationale for improving its measurement framework in academic environments by taking a feminist-theory informed approach to collecting these data.}",2025,PLoS ONE,,Multidisciplinary,SS,13,"gender, organizations, europe, inclusion, measurement",0.7873953945760925
From disruptive protests to disrupted news frames: Comparing German news on climate protests,"{This paper examines how news frames on disruptive climate protests differ from coverage of conventional protests in news outlets with different political leanings. Analyzing 6632 articles from 21 ideologically diverse German news sources between January 2022 and May 2023, we apply Word2Vec for semantic mapping, emotion classifiers, and qualitative evaluations to assess the frames present in the coverage of climate movements, and the anger attached to these frames. Comparing the more disruptive protests of the group “The Last Generation” and the more conventional protest movement “Fridays for Future”, we find that coverage of “Fridays for Future” varies predictably across the ideological spectrum: Right-wing outlets present protesters as extreme or criminal, while other outlets make reference to climate justice within their coverage of the protests, thereby following the movement’s own framing. When covering the more disruptive “Last Generation”, the entire news landscape engages in an emotionally-charged debate, asking whether the protesters are extremists or criminals, while barely discussing their actual demands. Amid an increasingly affectively polarized media debate on disruptive climate protests, left- and right-wing media remain divided in their evaluations of the protests, but focus on criminality and extremism rather than climate justice. The findings should serve as a reminder to journalists of their responsibility to carefully reflect the frames through which they cover protest movements.}",2025,Journalism,"{activism,climate protest,disruptive protest,framing,polarization,protest paradigm}",Social Sciences,SS,4,"polarization, security, misinformation, social media, election",0.7591380938395708
Creating Design Weights for a Panel Survey With Multiple Refreshment Samples: A General Discussion With an Application to a Probability-Based Mixed-Mode Panel,"{Panel surveys suffer from attrition, where participants drop out over time. To maintain generalizability, refreshment samples are frequently employed, bringing in new individuals, increasing the number of panelists, and balancing sample composition. Although refreshment samples offer numerous advantages, the inclusion of new panel members may introduce bias into the analysis if the design weights are not appropriately tailored to these new members and adjusted to align with existing panel members. If not correctly accounted for, their inclusion may bias results. This paper addresses the issue of designing proper weights by applying the multiple-frame weighting approach proposed by Kalton and Anderson, which is generally used for cross-sectional surveys, to ongoing panel studies with refreshment samples. We demonstrate its application to a synthetic data set and a probability-based mixed-mode panel with an initial sample and two refreshment samples. We compare estimates obtained using multiple-frame weighting with those obtained using unweighted and naively weighted methods (where design weights are used as calculated for the respective samples without adjusting for the fact that some members of the population have a chance of being sampled more than once due to the refreshments). These comparisons showcase the potential for bias introduced by neglecting proper weighting and underscore the importance of both a multiple-frame weighting approach and meticulous sample documentation.}",2025,"Methods, Data, Analyses","{gesis panel,inclusion probabilities,multiple-frame weighting,panel surveys,refreshment samples}",Mathematics,SS,6,"nonresponse, waves, machine learning, mixed mode panel, population",1.0
Research Knowledge Graphs: The Shifting Paradigm of Scholarly Information Representation,"{Sharing and reusing research artifacts, such as datasets, publications, or methods is a fundamental part of scientific activity, where heterogeneity of resources and metadata and the common practice of capturing information in unstructured publications pose crucial challenges. Reproducibility of research and finding state-of-the-art methods or data have become increasingly challenging. In this context, the concept of Research Knowledge Graphs (RKGs) has emerged, aiming at providing an easy to use and machine-actionable representation of research artifacts and their relations. That is facilitated through the use of established principles for data representation, the consistent adoption of globally unique persistent identifiers and the reuse and linking of vocabularies and data. This paper provides the first conceptualisation of the RKG vision, a categorisation of in-use RKGs together with a description of RKG building blocks and principles. We also survey real-world RKG implementations differing with respect to scale, schema, data, used vocabulary, and reliability of the contained data. We also characterise different RKG construction methodologies and provide a forward-looking perspective on the diverse applications, opportunities, and challenges associated with the RKG vision.}",2025,Lecture Notes in Computer Science,"{information representation,knowledge graphs,linked data,open science,scholarly knowledge}",Mathematics,SS,2,"facebook, reliability, web browsing, tracking, life",1.0
A first look at low literates in PIAAC Germany 2023,"{Literacy skills are a prerequisite to fully participate in society and are related to better chances on the labour market. Results from the Programme for the International Assessment of Adult Competencies (PIAAC) show that a substantial proportion of adults in many participating countries possesses only low literacy skills. In Germany this proportion amounts to a fifth of the adult population, which warrants further investigation into factors that might be related to low skills. The aim of the paper is to investigate how selected background characteristics are related to low literacy and how literacy is related to certain life outcomes. Using the most recent German data from PIAAC 2023, we contrasted two groups: low literates and medium-to-high literates and compared them according to various determinants or outcomes of literacy skills. Significant differences between the two groups were found for age, gender, language background, educational attainment, employment status, occupation group, job satisfaction, and social background. Additionally, averages for life satisfaction, social trust, and political efficacy showed significant differences between low literates and medium-to-high literates. Furthermore, a linear probability model for the selected characteristics showed that, when controlling for other factors, each of these separate factors contributed to the probability of being low literate. The strongest effects were found for low education and having another native language than German.}",2025,International Journal of Lifelong Education,"{determinants and outcomes of skills,literacy,low literacy,piaac,skills}",Social Sciences,SS,0,"germany, migration, differences, personality, election",1.0
Inflation of crisis coverage? Tracking and explaining the changes in crisis labeling and crisis news wave salience 1785-2020,"{Has there been an inflation in crisis coverage in newspapers over the last centuries, and if so, what structural factors drive this change? We utilize computational text analyses along with our own signal detection algorithm to measure the presence of crisis keywords and the emergence of crisis news waves. An analysis of crisis coverage in The Times (U.K., 1785-2020, 183,239 news stories) shows that the share of coverage that uses crisis keywords has increased, though not steadily. The number and salience of crisis news waves tied to discernible events has increased at a slower pace. The hypothesized driving forces - government expansion, mediatization of politics, and the activity of crisis frame sponsors - explain the development well and allow accurate predictions even when ignoring time in the forecasting model. Crisis coverage seems to reflect not so much the problems society faces, but society's identity, priorities, and outlook on the world.}",2025,Journal of Communication,"{crisis coverage,historical newspapers,longitudinal analysis,named entity recognition,topic modeling}",Social Sciences,SS,4,"polarization, security, misinformation, social media, election",0.8590415883635801
Open science in democracy research: the research infrastructure “Monitoring Electoral Democracy” (MEDem),"{Ensuring universal access to scientific research and upholding the principles of keeping data findable, accessible, interoperable, and reusable is of paramount importance to the democratization of science. However, upholding these principles becomes increasingly complex with the increasing scope of data collection, the more different types of data we collect (e.g., survey, text, or institutional and country-level macro data), and the more research teams are involved in data collection. In the domain of democracy research, scientists across Europe are therefore joining forces to launch the research infrastructure monitoring electoral democracy (MEDem), which aims to establish itself as an open platform where the fragmented crowd of researchers in the various research fields can coordinate and develop common standards for data collection both retrospectively as well as prospectively to make their data interoperable, and (comparative) democracy research more productive. Moreover, MEDem will help make democracy research data and findings accessible to the general public (e.g., citizens, journalists, and policymakers).}",2025,European Political Science,"{data harmonization,data linking,data set search,democracy research,esfri roadmap,fair data,open science,research infrastructure}",Social Sciences,SS,24,"search engines, performance, open science, political science, 2021",0.673756694260742
CASMIN Versus ISCED: Validating Standard Education Variables for German Microdata,"{In German surveys, educational attainment is typically assessed through two questionnaire items: the highest general school-leaving qualification and the highest vocational qualification or higher education degree. These items are often combined into one variable for analysis, but there is no standard method for doing so. This hinders comparisons across publications and the aggregation of research data. This article presents the results of a large-scale validation of candidates for a German standard education variable based on the official International Standard Classification of Education (ISCED) and the sociological Comparative Analysis of Social Mobility in Industrial Nations education scheme (CASMIN), both commonly used in Germany. Many survey datasets offer a derived ISCED variable that reflects the main ISCED levels; fewer offer CASMIN. The validation uses ALLBUS 2018 data and a data-driven selection of 157 validation variables. Candidate standard education variables that retain a higher relative partial explanatory power across validation variables in linear multiple regression models compared to the most detailed education variable are considered more valid. The results show that CASMIN-based candidates generally outperform ISCED-based candidates of the same number of categories. An ISCED-based variable performs better only when measured in a highly detailed fashion that accounts for the stratification of the German educational system. The commonly used aggregation into three broad education levels loses about half the explanatory power of the detailed variable. Research data centers are called upon to provide a CASMIN variable to data users, and researchers to use CASMIN rather than ISCED whenever possible.}",2025,Kolner Zeitschrift fur Soziologie und Sozialpsychologie,"{coding,data quality,measurement,sociodemographics,standardization,survey data}",Social Sciences,SS,0,"germany, migration, differences, personality, election",0.9781179037572459
